token,uni_lemma,token_clean,category,l1,growth_rate_p,median_aoa_p,growth_rate_u,median_aoa_u
apurar(se),hurry,apurar,action_words,es,0.21532267926642248,29.774052440850216,0.3828093459910417,18.015820207256905
arreglar(se),fix,arreglar,action_words,es,0.20888018916819082,31.84007154456801,,
asustar(se),scared,asustar,action_words,es,0.20599923614902751,26.729487767208433,0.2739541466415324,19.289501944471585
bajar(se),lower (action),bajar,action_words,es,0.220615028480047,24.41227208989931,,
caer(se),fall,caer,action_words,es,0.21069687905361828,23.92023294440581,0.2992105318463728,14.687012911504683
caer(se),fall,caer,action_words,es,0.21069687905361828,23.92023294440581,0.2992105318463728,14.687012911504683
callar(se),quiet (action),callar,action_words,es,0.191665026208236,27.229827614238552,,
comer(se),eat,comer,action_words,es,0.23176390198513866,22.12727303822648,0.2292692364328612,9.743334991030734
comer(se),eat,comer,action_words,es,0.23176390198513866,22.12727303822648,0.2292692364328612,9.743334991030734
dormir(se),sleep,dormir,action_words,es,0.24724011323510017,22.810507227956514,0.23713450444274162,11.602357309863287
dormir(se),sleep,dormir,action_words,es,0.24724011323510017,22.810507227956514,0.23713450444274162,11.602357309863287
equivocar(se),mistake,equivocar,action_words,es,0.165143589671276,37.926143939847506,,
esconder(se),hide,esconder,action_words,es,0.23342716865365984,28.006499986455868,,
esperar(se),wait,esperar,action_words,es,0.20492976264983595,30.356167050854577,0.259699842214912,17.895185195808853
esperar(se),wait,esperar,action_words,es,0.20492976264983595,30.356167050854577,0.259699842214912,17.895185195808853
ir(se),go,irse,action_words,es,0.19016798000679472,24.695583671097715,0.25093748810247735,15.72924227541147
ir(se),go,irse,action_words,es,0.19016798000679472,24.695583671097715,0.25093748810247735,15.72924227541147
lastimar(se),hurt (action),lastimarse,action_words,es,0.195906134967745,30.96339980427956,0.3713064709771315,16.599345939407655
lavar(se),wash,lavarse,action_words,es,0.23699739985986876,25.833814012501602,0.37560416139651404,15.913362166140898
lavar(se),wash,lavarse,action_words,es,0.23699739985986876,25.833814012501602,0.37560416139651404,15.913362166140898
levantar(se),stand,levantarse,action_words,es,0.20212140033268514,29.227495327102446,0.21008455234353807,14.358577765619412
levantar(se),stand,levantarse,action_words,es,0.20212140033268514,29.227495327102446,0.21008455234353807,14.358577765619412
llevar(se),take,llevarse,action_words,es,0.22371446749120005,29.074341773174698,0.30729677469099714,15.784117447716476
llevar(se),take,llevarse,action_words,es,0.22371446749120005,29.074341773174698,0.3535043202418436,17.185041306672616
llevar(se),take,llevarse,action_words,es,0.22371446749120005,29.074341773174698,0.26876303506841837,14.656351061203836
llevar(se),take,llevarse,action_words,es,0.22371446749120005,29.074341773174698,0.3535043202418436,17.185041306672616
llevar(se),take,llevarse,action_words,es,0.22371446749120005,29.074341773174698,0.26876303506841837,14.656351061203836
meter(se),put,meterse,action_words,es,0.23638654508995838,27.88217437659803,0.3166340044755334,16.32802569700038
meter(se),put,meterse,action_words,es,0.23638654508995838,27.88217437659803,0.3314419136546375,16.001543824907866
meter(se),put,meterse,action_words,es,0.23638654508995838,27.88217437659803,0.3166340044755334,16.32802569700038
meter(se),put,meterse,action_words,es,0.23638654508995838,27.88217437659803,0.3314419136546375,16.001543824907866
parar(se),stand,pararse,action_words,es,0.20168162382985158,28.353906321987264,0.21008455234353807,14.358577765619412
parar(se),stand,pararse,action_words,es,0.20168162382985158,28.353906321987264,0.21008455234353807,14.358577765619412
pegar(se),hit,pegarse,action_words,es,0.23519593294187502,25.548374935272637,0.2725131478897945,14.244648421169165
pegar(se),hit,pegarse,action_words,es,0.23519593294187502,25.548374935272637,0.2725131478897945,14.244648421169165
peinar(se),comb (action),peinarse,action_words,es,0.2220535983310503,25.310168893189413,0.35053991780787125,12.14642934020959
peinar(se),comb (action),peinarse,action_words,es,0.2220535983310503,25.310168893189413,0.35053991780787125,12.14642934020959
poner(se),put,ponerse,action_words,es,0.22681614396046845,26.93391482178427,0.3166340044755334,16.32802569700038
poner(se),put,ponerse,action_words,es,0.22681614396046845,26.93391482178427,0.3314419136546375,16.001543824907866
poner(se),put,ponerse,action_words,es,0.22681614396046845,26.93391482178427,0.3166340044755334,16.32802569700038
poner(se),put,ponerse,action_words,es,0.22681614396046845,26.93391482178427,0.3314419136546375,16.001543824907866
quedar(se),stay,quedarse,action_words,es,0.270950682673806,29.180327944496582,,
quemar(se),burn,quemarse,action_words,es,0.20315200018593968,29.27576255848694,,
quitar(se),remove,quitarse,action_words,es,0.22463274640413403,27.154896177492976,,
salir(se),leave,salirse,action_words,es,0.19932043193794974,27.192465256014856,,
sentar(se),sit,sentarse,action_words,es,0.2207907130124163,25.70601086834743,0.2488962059901345,12.756012444873939
sentar(se),sit,sentarse,action_words,es,0.2207907130124163,25.70601086834743,0.2488962059901345,12.756012444873939
subir(se),climb,subirse,action_words,es,0.21351564127189235,25.57841445162757,0.3665090008867473,14.192708722028597
tomar(se),take,tomarse,action_words,es,0.1958399161696104,28.01471294024124,0.30729677469099714,15.784117447716476
tomar(se),take,tomarse,action_words,es,0.1958399161696104,28.01471294024124,0.3535043202418436,17.185041306672616
tomar(se),take,tomarse,action_words,es,0.1958399161696104,28.01471294024124,0.26876303506841837,14.656351061203836
tomar(se),take,tomarse,action_words,es,0.1958399161696104,28.01471294024124,0.3535043202418436,17.185041306672616
tomar(se),take,tomarse,action_words,es,0.1958399161696104,28.01471294024124,0.26876303506841837,14.656351061203836
traer(se),bring,traerse,action_words,es,0.2207752865528577,29.043859956232268,,
venir(se),come,venirse,action_words,es,0.13566674827876082,27.343369198113706,,
ver(se),see,verse,action_words,es,0.2099454914197481,26.481382847550154,0.2296950236343603,14.725605470908333
acostar(se),lie down,acostarse,action_words,es,0.2212974315189526,23.97312265093207,,
amarrar(se),tie (action),amarrarse,action_words,es,0.2182006549506075,30.513983062505716,,
apurar(se),hurry,apurarse,action_words,es,0.21532267926642248,29.774052440850216,0.3828093459910417,18.015820207256905
apurar(se),hurry,apurarse,action_words,es,0.21532267926642248,29.774052440850216,0.3828093459910417,18.015820207256905
arreglar(se),fix,arreglarse,action_words,es,0.20888018916819082,31.84007154456801,,
asustar(se),scared,asustarse,action_words,es,0.20599923614902751,26.729487767208433,0.2739541466415324,19.289501944471585
bajar(se),lower (action),bajarse,action_words,es,0.220615028480047,24.41227208989931,,
caer(se),fall,caerse,action_words,es,0.21069687905361828,23.92023294440581,0.2992105318463728,14.687012911504683
caer(se),fall,caerse,action_words,es,0.21069687905361828,23.92023294440581,0.2992105318463728,14.687012911504683
callar(se),quiet (action),callarse,action_words,es,0.191665026208236,27.229827614238552,,
comer(se),eat,comerse,action_words,es,0.23176390198513866,22.12727303822648,0.2292692364328612,9.743334991030734
comer(se),eat,comerse,action_words,es,0.23176390198513866,22.12727303822648,0.2292692364328612,9.743334991030734
dormir(se),sleep,dormirse,action_words,es,0.24724011323510017,22.810507227956514,0.23713450444274162,11.602357309863287
dormir(se),sleep,dormirse,action_words,es,0.24724011323510017,22.810507227956514,0.23713450444274162,11.602357309863287
equivocar(se),mistake,equivocarse,action_words,es,0.165143589671276,37.926143939847506,,
esconder(se),hide,esconderse,action_words,es,0.23342716865365984,28.006499986455868,,
esperar(se),wait,esperarse,action_words,es,0.20492976264983595,30.356167050854577,0.259699842214912,17.895185195808853
esperar(se),wait,esperarse,action_words,es,0.20492976264983595,30.356167050854577,0.259699842214912,17.895185195808853
(nombre del niño/a),child's own name,(nombre del niño/a),people,es,0.19789525511094314,22.053706959071867,0.1472131170543399,11.467454570636313
