token_clean,token,uni_lemma,category,l1,growth_rate_p,median_aoa_p,growth_rate_u,median_aoa_u
away,away,away,locations,en,0.26871631274466623,27.95926332312878,0.2545204384510798,21.387517321189176
back,back,back (location),locations,en,0.24219251858887614,27.45284638887846,0.2861306112060731,19.331019246785626
behind,behind,behind,locations,en,0.27970086679609757,29.843823709728817,,
beside,beside,beside,locations,en,0.254319673788154,33.75126604370553,,
by,by,by,locations,en,0.25106169237019327,30.512520963900293,,
down,down,down,locations,en,0.23652083624018283,21.266126435319524,0.33155062396851437,14.027894904303299
for,for,for,locations,en,0.30184833386402304,29.66279799899274,,
here,here,here,locations,en,0.26490056385384786,25.849745465738387,,
into,into,into,locations,en,0.27339380238991906,32.666840724764306,,
next to,next to,next to,locations,en,0.271801639295988,31.721022604326507,,
of,of,of,locations,en,0.2838189553711246,32.56052130118585,,
off,off,off,locations,en,0.2570982358930182,23.00767229740829,0.3469227236389146,15.598822771854142
on,on,on,locations,en,0.26809771989336195,23.050969763251445,0.35192926672149416,15.73683960381786
on top of,on top of,on top of,locations,en,0.2716575668587287,30.026789092723714,,
out,out,out,locations,en,0.22634517062427248,23.841255449185127,0.3263239605323959,16.112704149755025
over,over,over,locations,en,0.26919206090095815,28.694151117217977,,
there,there,there,locations,en,0.26258738886174066,26.220833798566897,0.2591218400070881,18.5188852709686
to,to,to,locations,en,0.2839307190361612,28.433632431489592,,
under,under,under,locations,en,0.2885576684074526,27.439075817593945,0.30422912976362054,17.80228528640818
up,up,up,locations,en,0.21275528586834605,20.345748560455075,0.29942664836510885,13.688302729917204
with,with,with,locations,en,0.2983395743758355,28.76836942914356,,
a,a,a,quantifiers,en,0.2394875510176342,27.849093439741686,,
all,all,all,quantifiers,en,0.2539824471996743,27.448464483414057,0.2565814153214502,21.495632301219946
a lot,a lot,a lot,quantifiers,en,0.28782228917748676,29.339103069379924,,
an,an,a,quantifiers,en,0.265002215953016,34.81159309608795,,
another,another,another,quantifiers,en,0.25938684343714724,29.482716162250686,0.24711067489844074,21.382966296585064
any,any,any,quantifiers,en,0.28143645646534843,31.1021491566013,,
each,each,each,quantifiers,en,0.25652407176504666,35.22357840911524,,
every,every,every,quantifiers,en,0.28889226251619504,32.36107897823054,,
more,more,more,quantifiers,en,0.22673047855239084,20.324899007192737,0.2914580996824556,12.80501957805488
much,much,much,quantifiers,en,0.25212992951552116,32.04169165223168,,
none,none,none,quantifiers,en,0.2368257622893766,31.433797237369706,0.2252292724342194,22.78166520362825
not,not,not,quantifiers,en,0.2639776840769246,29.118114375441287,0.2378054874585447,23.063437773673897
other,other,other,quantifiers,en,0.2517798768403869,30.489688371889496,0.2302261382634635,24.954804448234302
same,same,same,quantifiers,en,0.2785683665877251,30.738309825653364,0.22532677178759233,25.954300626033525
some,some,some,quantifiers,en,0.25946316918469287,27.742802549934833,0.20367683987095442,22.846117530419416
the,the,the,quantifiers,en,0.2699493055910826,28.4071689944077,,
too,too,too,quantifiers,en,0.26736958436952973,26.84029306561096,,
am,am,am,helping_verbs,en,0.2947980774310226,29.56820850496237,,
are,are,are,helping_verbs,en,0.29622263609030713,30.54370233833421,,
be,be,be,helping_verbs,en,0.2608472920994365,31.444338986400435,,
can,can (auxiliary),can (auxiliary),helping_verbs,en,0.29996985169744517,28.234295426454736,,
could,could,could,helping_verbs,en,0.2899266589619087,33.56214688000994,,
do,do,do,helping_verbs,en,0.24265786388855512,25.785225787776863,,
does,does,does,helping_verbs,en,0.2816238881493934,31.905576934026097,,
don't,don't,don't,helping_verbs,en,0.23853496573699448,27.267267236858924,0.27120894843007054,12.82042242729556
is,is,is,helping_verbs,en,0.2840181099815705,28.586509610888506,,
was,was,was,helping_verbs,en,0.30095350793632103,31.715284297159695,,
were,were,were,helping_verbs,en,0.2960251000849264,33.467041248793215,,
will,will,will,helping_verbs,en,0.30749863384309306,31.231800807133087,,
would,would,would,helping_verbs,en,0.2890278552955464,34.556714476005375,,
and,and,and,connecting_words,en,0.3009326069096809,27.422244050438408,,
because,because,because,connecting_words,en,0.297825870654259,30.980220738325304,,
but,but,but,connecting_words,en,0.2898242068345622,32.218542431284,,
if,if,if,connecting_words,en,0.28598647198182003,34.10138038724025,,
so,so,so,connecting_words,en,0.25479369240774935,32.54733950062182,,
then,then,then,connecting_words,en,0.2911979541813309,32.5252104387502,,
soda,soda/pop,soda,food_drink,en,0.1604026101578269,31.779164332889483,,
pop,soda/pop,soda,food_drink,en,0.1604026101578269,31.779164332889483,,
buttocks,buttocks/bottom*,butt,body_parts,en,0.26170768456510235,22.803595880562394,,
bottom,buttocks/bottom*,butt,body_parts,en,0.26170768456510235,22.803595880562394,,
owie,owie/boo boo,owie,body_parts,en,0.2614610300942862,20.31891342703633,0.3200101533177735,16.45991098013332
owie,owie/boo boo,owie,body_parts,en,0.2614610300942862,20.31891342703633,0.3200101533177735,16.45991098013332
boo boo,owie/boo boo,owie,body_parts,en,0.2614610300942862,20.31891342703633,0.3200101533177735,16.45991098013332
boo boo,owie/boo boo,owie,body_parts,en,0.2614610300942862,20.31891342703633,0.3200101533177735,16.45991098013332
tissue,tissue/kleenex,tissue,household,en,0.24843199112659783,25.727308770886445,,
kleenex,tissue/kleenex,tissue,household,en,0.24843199112659783,25.727308770886445,,
shh,shh/shush/hush,shh,games_routines,en,0.27092652460488337,19.503470418085993,0.21020583471285317,13.473108189897852
shh,shh/shush/hush,shh,games_routines,en,0.27092652460488337,19.503470418085993,0.21020583471285317,13.473108189897852
shh,shh/shush/hush,shh,games_routines,en,0.27092652460488337,19.503470418085993,0.21020583471285317,13.473108189897852
shush,shh/shush/hush,shh,games_routines,en,0.27092652460488337,19.503470418085993,0.21020583471285317,13.473108189897852
shush,shh/shush/hush,shh,games_routines,en,0.27092652460488337,19.503470418085993,0.21020583471285317,13.473108189897852
shush,shh/shush/hush,shh,games_routines,en,0.27092652460488337,19.503470418085993,0.21020583471285317,13.473108189897852
hush,shh/shush/hush,shh,games_routines,en,0.27092652460488337,19.503470418085993,0.21020583471285317,13.473108189897852
hush,shh/shush/hush,shh,games_routines,en,0.27092652460488337,19.503470418085993,0.21020583471285317,13.473108189897852
hush,shh/shush/hush,shh,games_routines,en,0.27092652460488337,19.503470418085993,0.21020583471285317,13.473108189897852
did,did/did ya,did,helping_verbs,en,0.26809549129268956,29.140670303542674,,
did ya,did/did ya,did,helping_verbs,en,0.26809549129268956,29.140670303542674,,
gonna,gonna/going to,gonna,helping_verbs,en,0.2696829355806107,28.51080334455079,,
going to,gonna/going to,gonna,helping_verbs,en,0.2696829355806107,28.51080334455079,,
gotta,gotta/got to,gotta,helping_verbs,en,0.24814829157165363,32.02061735578557,,
got to,gotta/got to,gotta,helping_verbs,en,0.24814829157165363,32.02061735578557,,
hafta,hafta/have to,have to,helping_verbs,en,0.2964266179191211,30.010176348180803,,
have to,hafta/have to,have to,helping_verbs,en,0.2964266179191211,30.010176348180803,,
lemme,lemme/let me,lemme,helping_verbs,en,0.2854440495480755,27.378472501434715,,
let me,lemme/let me,lemme,helping_verbs,en,0.2854440495480755,27.378472501434715,,
need,need/need to,need,helping_verbs,en,0.2829982460833531,28.563969230690667,,
need to,need/need to,need,helping_verbs,en,0.2829982460833531,28.563969230690667,,
try,try/try to,try,helping_verbs,en,0.26340902822827167,28.853358300219426,,
try to,try/try to,try,helping_verbs,en,0.26340902822827167,28.853358300219426,,
wanna,wanna/want to,wanna,helping_verbs,en,0.2877272319619471,25.543577441961222,0.2749087548520833,16.713007429001944
wanna,wanna/want to,wanna,helping_verbs,en,0.2877272319619471,25.543577441961222,0.2749087548520833,16.713007429001944
want to,wanna/want to,wanna,helping_verbs,en,0.2877272319619471,25.543577441961222,0.2749087548520833,16.713007429001944
want to,wanna/want to,wanna,helping_verbs,en,0.2877272319619471,25.543577441961222,0.2749087548520833,16.713007429001944
inside,inside,inside,locations,en,0.28156097454761275,24.857012236093908,0.3281412013683598,17.088950296392113
in,inside,inside,locations,en,0.25284622216237845,24.818291844558708,0.3281412013683598,17.088950296392113
inside,in,in,locations,en,0.25284622216237845,24.818291844558708,0.3312440728833571,15.885612500769934
in,in,in,locations,en,0.27253486744917993,24.84015454350568,0.3312440728833571,15.885612500769934
child's own name,child's own name,child's own name,people,en,0.2854692050290213,20.539228423862728,0.18669809219220437,4.720991812058379
